,DATE,HNT_PRICE_USD
0,2020-12-31,1.2667368895634226
1,2020-12-30,1.2896435584090908
2,2020-12-29,1.4317397171371935
3,2020-12-28,1.3385273249552865
4,2020-12-27,1.4327378033230302
5,2020-12-26,1.280488713013362
6,2020-12-25,1.3779237833721654
7,2020-12-24,1.2352759478182955
8,2020-12-23,1.5712364631820037
9,2020-12-22,1.4175896299127295
10,2020-12-21,1.4223134921449898
11,2020-12-20,1.443649834316504
12,2020-12-19,1.4684775265913697
13,2020-12-18,1.2901162706335796
14,2020-12-17,1.306291157391327
15,2020-12-16,1.3029183834707851
16,2020-12-15,1.257191292903068
17,2020-12-14,1.2534695382080723
18,2020-12-13,1.182515949520002
19,2020-12-12,1.1668968618084763
20,2020-12-11,1.2585777308819222
21,2020-12-10,1.375406504905792
22,2020-12-09,1.326163643985995
23,2020-12-08,1.4137071069156737
24,2020-12-07,1.5058357804368103
25,2020-12-06,1.5754486326702544
26,2020-12-05,1.558668728062677
27,2020-12-04,1.4966649029450136
28,2020-12-03,1.442180675643738
29,2020-12-02,1.3678235979010094
30,2020-12-01,1.414686946094345
31,2020-11-30,1.4000506323839688
32,2020-11-29,1.3663710846281072
33,2020-11-28,1.322535502341411
34,2020-11-27,1.3786755562951667
35,2020-11-26,1.5076035698152659
36,2020-11-25,1.629413411877966
37,2020-11-24,1.7740326726627467
38,2020-11-23,1.6505088703882282
39,2020-11-22,1.812227610337571
40,2020-11-21,1.7044854875093063
41,2020-11-20,1.6461825805863641
42,2020-11-19,1.4660328433884733
43,2020-11-18,1.4466886972446527
44,2020-11-17,1.257425393506092
45,2020-11-16,1.1605689281405895
46,2020-11-15,1.152990118281449
47,2020-11-14,1.1406682920339117
48,2020-11-13,1.048987096482382
49,2020-11-12,1.068202632896159
50,2020-11-11,1.1439912581997314
51,2020-11-10,1.077835088684512
52,2020-11-09,1.1951059744603643
53,2020-11-08,1.0160627389679657
54,2020-11-07,1.0527038174225423
55,2020-11-06,0.8895402793954095
56,2020-11-05,0.7677917026127928
57,2020-11-04,0.7278729607187047
58,2020-11-03,0.7781690990389256
59,2020-11-02,0.7968024848893835
60,2020-11-01,0.8358166896714859
61,2020-10-31,0.8344803462247
62,2020-10-30,0.8838311122838592
63,2020-10-29,0.9954085036589633
64,2020-10-28,1.0720587319389203
65,2020-10-27,1.0537749753675116
66,2020-10-26,1.0360668918399971
67,2020-10-25,1.0328876184427205
68,2020-10-24,1.0417557657981806
69,2020-10-23,1.130136970317889
70,2020-10-22,1.1078946183461529
71,2020-10-21,1.0861307454643432
72,2020-10-20,1.150911218312466
73,2020-10-19,1.25075771337124
74,2020-10-18,1.1784382292052638
75,2020-10-17,1.166430091602691
76,2020-10-16,1.3275878643162695
77,2020-10-15,1.3550921719572997
78,2020-10-14,1.3420303541112644
79,2020-10-13,1.386560432160544
80,2020-10-12,1.3722554655267385
81,2020-10-11,1.454668138594685
82,2020-10-10,1.2758739244922077
83,2020-10-09,1.2913862312925442
84,2020-10-08,1.2055670797350913
85,2020-10-07,0.9781608588116959
86,2020-10-06,1.2401887078227227
87,2020-10-05,1.3696303141734143
88,2020-10-04,1.4591666879892653
89,2020-10-03,1.5249521168265767
90,2020-10-02,1.535947914147612
91,2020-10-01,1.57055831340055
92,2020-09-30,1.6435637975588069
93,2020-09-29,1.6476344110525445
94,2020-09-28,1.5331580254578372
95,2020-09-27,1.7818873982430743
96,2020-09-26,1.8797683559193057
97,2020-09-25,2.277297281035082
98,2020-09-24,1.8018099807593875
99,2020-09-23,1.6728243959315632
100,2020-09-22,1.7295736015413643
101,2020-09-21,1.7206266709597255
102,2020-09-20,1.7141933892921697
103,2020-09-19,1.7013663347299892
104,2020-09-18,1.7100589583119608
105,2020-09-17,1.610135715871323
106,2020-09-16,1.32145483812838
107,2020-09-15,1.3266610578605489
108,2020-09-14,1.2820676745011192
109,2020-09-13,1.2890192550317707
110,2020-09-12,1.2353071112402347
111,2020-09-11,1.3046660276041746
112,2020-09-10,1.2640468935776656
113,2020-09-09,1.3439880435159897
114,2020-09-08,1.257737331769467
115,2020-09-07,1.216476625322134
116,2020-09-06,1.3956832610247296
117,2020-09-05,1.525976856991492
118,2020-09-04,1.6657153071553181
119,2020-09-03,1.665485003949375
120,2020-09-02,1.6480488731448437
121,2020-09-01,1.7352803968226227
122,2020-08-31,1.63721115300951
123,2020-08-30,1.6441115375507322
124,2020-08-29,1.656250154813628
125,2020-08-28,1.7219791975477892
126,2020-08-27,1.9067033640340967
127,2020-08-26,1.4882870974290539
128,2020-08-25,1.5087844806124504
129,2020-08-24,1.52368855318474
130,2020-08-23,1.4978291553374277
131,2020-08-22,1.525847272563794
132,2020-08-21,1.5121291647612014
133,2020-08-20,1.6227098817882426
134,2020-08-19,1.6591822840953085
135,2020-08-18,1.913803532149129
136,2020-08-17,1.6542339461057782
137,2020-08-16,1.7731024037364718
138,2020-08-15,1.7094148093988328
139,2020-08-14,1.195981975870735
140,2020-08-13,0.8508418041377466
141,2020-08-12,0.6718414592209071
142,2020-08-11,0.6525721426374221
143,2020-08-10,0.6163760568058408
144,2020-08-09,0.6214503217640014
145,2020-08-08,0.6150675589634214
146,2020-08-07,0.6012637774201133
147,2020-08-06,0.5445519841724679
148,2020-08-05,0.5315535420828313
149,2020-08-04,0.4958990761589334
150,2020-08-03,0.4770778208130275
151,2020-08-02,0.4442154115921739
152,2020-08-01,0.49951958497153015
153,2020-07-31,0.42111257653107276
154,2020-07-30,0.41569876317302085
155,2020-07-29,0.419115255414073
156,2020-07-28,0.43623000425619257
157,2020-07-27,0.43199021318465763
158,2020-07-26,0.38145645055818833
159,2020-07-25,0.389685765091898
160,2020-07-24,0.3718821974358983
161,2020-07-23,0.38970177581954174
162,2020-07-22,0.3636159377961878
163,2020-07-21,0.38715609177022925
164,2020-07-20,0.3907845062888651
165,2020-07-19,0.3650957436941158
166,2020-07-18,0.41133628513065684
167,2020-07-17,0.440494930596481
168,2020-07-16,0.391929649570981
169,2020-07-15,0.44444930835702146
170,2020-07-14,0.4358644138769463
171,2020-07-13,0.42964537034156164
172,2020-07-12,0.4495280225259502
173,2020-07-11,0.46323377865572596
174,2020-07-10,0.504876835307676
175,2020-07-09,0.49236347983204315
176,2020-07-08,0.4700724173872801
177,2020-07-07,0.46964522047238316
178,2020-07-06,0.49812531695671924
179,2020-07-05,0.46544149426361964
180,2020-07-04,0.5263611678137579
181,2020-07-03,0.504942520826694
182,2020-07-02,0.4416561894346347
183,2020-07-01,0.4861714425381129
184,2020-06-30,0.558697776838636
185,2020-06-29,0.4707449055570832
186,2020-06-28,0.4608652205492016
187,2020-06-27,0.498471351706584
188,2020-06-26,0.5431892223708817
189,2020-06-25,0.4796586694595619
190,2020-06-24,0.42850400138172406
191,2020-06-23,0.45953847947440557
192,2020-06-22,0.4490798528059653
193,2020-06-21,0.35649085221559584
194,2020-06-20,0.40701883950707196
195,2020-06-19,0.41960502227706864
196,2020-06-18,0.2966226050756316
197,2020-06-17,0.3208824911671297
198,2020-06-16,0.37971660653266204
199,2020-06-15,0.32862670696493723
200,2020-06-14,0.3263533669808614
201,2020-06-13,0.3225716823994272
202,2020-06-12,0.29194366231234137
203,2020-06-11,0.2753628172534207
204,2020-06-10,0.27211347683187875
205,2020-06-09,0.2794183737618279
206,2020-06-08,0.2548085799762596
207,2020-06-07,0.25863889048454547
208,2020-06-06,0.26277966375397976
209,2020-06-05,0.2583937130883004
210,2020-06-04,0.2520761861974615
211,2020-06-03,0.25476407093111025
212,2020-06-02,0.2618564959588264
213,2020-06-01,0.24579790839735496
214,2020-05-31,0.24139143013299028
215,2020-05-30,0.22864308751886395
216,2020-05-29,0.23005638712626034
217,2020-05-28,0.23382644831584704
218,2020-05-27,0.24846588150474833
219,2020-05-26,0.22623893607657009
220,2020-05-25,0.22614532152167696
221,2020-05-24,0.2554091604624531
222,2020-05-23,0.24138765952823327
223,2020-05-22,0.22496067119039242
224,2020-05-21,0.24297562044948973
225,2020-05-20,0.25007217474527493
226,2020-05-19,0.26880731461000346
227,2020-05-18,0.2793975824317302
228,2020-05-17,0.23036739418768043
229,2020-05-16,0.21887878147629547
230,2020-05-15,0.25086659583207127
231,2020-05-14,0.2115353458955347
232,2020-05-13,0.22772915333118515
233,2020-05-12,0.23152606163431333
234,2020-05-11,0.28114774779188073
235,2020-05-10,0.2763226474181083
236,2020-05-09,0.22129399527091678
237,2020-05-08,0.23315734899623766
238,2020-05-07,0.25249712088002535
239,2020-05-06,0.2436494689051279
240,2020-05-05,0.24330530993182117
241,2020-05-04,0.2275608205546217
242,2020-05-03,0.22712725978090745
243,2020-05-02,0.2378157718410379
244,2020-05-01,0.23993713759968135
245,2020-04-30,0.23702183259279253
246,2020-04-29,0.18657767650065066
247,2020-04-28,0.20091877609631137
248,2020-04-27,0.23673581607411515
249,2020-04-26,0.23578067945809897
250,2020-04-25,0.1892430665270607
251,2020-04-24,0.196030262475822
252,2020-04-23,0.1953225663263497
253,2020-04-22,0.19045451498899346
254,2020-04-21,0.18612702642696405
255,2020-04-20,0.18003451463890968
256,2020-04-19,0.1715693960426194
257,2020-04-18,0.1293653477164651
258,2020-04-17,0.1293653477164651
259,2020-04-16,0.1293653477164651
260,2020-04-15,0.1293653477164651
261,2020-04-14,0.1293653477164651
262,2020-04-13,0.1293653477164651
263,2020-04-12,0.1293653477164651
264,2020-04-11,0.1293653477164651
265,2020-04-10,0.1293653477164651
266,2020-04-09,0.1293653477164651
267,2020-04-08,0.1293653477164651
268,2020-04-07,0.1293653477164651
269,2020-04-06,0.1293653477164651
270,2020-04-05,0.1293653477164651
271,2020-04-04,0.1293653477164651
272,2020-04-03,0.1293653477164651
273,2020-04-02,0.1293653477164651
274,2020-04-01,0.1293653477164651
275,2020-03-31,0.1293653477164651
276,2020-03-30,0.1293653477164651
277,2020-03-29,0.1293653477164651
278,2020-03-28,0.1293653477164651
279,2020-03-27,0.1293653477164651
280,2020-03-26,0.1293653477164651
281,2020-03-25,0.1293653477164651
282,2020-03-24,0.1293653477164651
283,2020-03-23,0.1293653477164651
284,2020-03-22,0.1293653477164651
285,2020-03-21,0.1293653477164651
286,2020-03-20,0.1293653477164651
287,2020-03-19,0.1293653477164651
288,2020-03-18,0.1293653477164651
289,2020-03-17,0.1293653477164651
290,2020-03-16,0.1293653477164651
291,2020-03-15,0.1293653477164651
292,2020-03-14,0.1293653477164651
293,2020-03-13,0.1293653477164651
294,2020-03-12,0.1293653477164651
295,2020-03-11,0.1293653477164651
296,2020-03-10,0.1293653477164651
297,2020-03-09,0.1293653477164651
298,2020-03-08,0.1293653477164651
299,2020-03-07,0.1293653477164651
300,2020-03-06,0.1293653477164651
301,2020-03-05,0.1293653477164651
302,2020-03-04,0.1293653477164651
303,2020-03-03,0.1293653477164651
304,2020-03-02,0.1293653477164651
305,2020-03-01,0.1293653477164651
306,2020-02-29,0.1293653477164651
307,2020-02-28,0.1293653477164651
308,2020-02-27,0.1293653477164651
309,2020-02-26,0.1293653477164651
310,2020-02-25,0.1293653477164651
311,2020-02-24,0.1293653477164651
312,2020-02-23,0.1293653477164651
313,2020-02-22,0.1293653477164651
314,2020-02-21,0.1293653477164651
315,2020-02-20,0.1293653477164651
316,2020-02-19,0.1293653477164651
317,2020-02-18,0.1293653477164651
318,2020-02-17,0.1293653477164651
319,2020-02-16,0.1293653477164651
320,2020-02-15,0.1293653477164651
321,2020-02-14,0.1293653477164651
322,2020-02-13,0.1293653477164651
323,2020-02-12,0.1293653477164651
324,2020-02-11,0.1293653477164651
325,2020-02-10,0.1293653477164651
326,2020-02-09,0.1293653477164651
327,2020-02-08,0.1293653477164651
328,2020-02-07,0.1293653477164651
329,2020-02-06,0.1293653477164651
330,2020-02-05,0.1293653477164651
331,2020-02-04,0.1293653477164651
332,2020-02-03,0.1293653477164651
333,2020-02-02,0.1293653477164651
334,2020-02-01,0.1293653477164651
335,2020-01-31,0.1293653477164651
336,2020-01-30,0.1293653477164651
337,2020-01-29,0.1293653477164651
338,2020-01-28,0.1293653477164651
339,2020-01-27,0.1293653477164651
340,2020-01-26,0.1293653477164651
341,2020-01-25,0.1293653477164651
342,2020-01-24,0.1293653477164651
343,2020-01-23,0.1293653477164651
344,2020-01-22,0.1293653477164651
345,2020-01-21,0.1293653477164651
346,2020-01-20,0.1293653477164651
347,2020-01-19,0.1293653477164651
348,2020-01-18,0.1293653477164651
349,2020-01-17,0.1293653477164651
350,2020-01-16,0.1293653477164651
351,2020-01-15,0.1293653477164651
352,2020-01-14,0.1293653477164651
353,2020-01-13,0.1293653477164651
354,2020-01-12,0.1293653477164651
355,2020-01-11,0.1293653477164651
356,2020-01-10,0.1293653477164651
357,2020-01-09,0.1293653477164651
358,2020-01-08,0.1293653477164651
359,2020-01-07,0.1293653477164651
360,2020-01-06,0.1293653477164651
361,2020-01-05,0.1293653477164651
362,2020-01-04,0.1293653477164651
363,2020-01-03,0.1293653477164651
364,2020-01-02,0.1293653477164651
